"ORG_PADR_ID","ORG_PADR_SIGLA","ORG_PADR_NOME","ORG_PADR_ID","ORG_PADR_SIGLA","ORG_PADR_NOME","ORGAO_UNIFICADO_ID_ORIGEM","ORGAO_UNIFICADO_SIGLA","ORGAO_UNIFICADO_NOME","ORGAO_UNIFICADO_FONTE"
10,MEC,MINISTÉRIO DA EDUCAÇÃO,81,UFPEL,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,26278,FUFPEL,FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,73,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,26281,FUFS,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,83,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,26283,UFMS,UNIV. FEDERAL DE MATO GROSSO DO SUL,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,50,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,26248,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,142,IFAM,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAZONAS",26403,IFAM,IFAM,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,113,IFAL,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",26402,IFAL,IFAL,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,133,IF BAIANO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",26404,IFBAIANO,IFBAIANO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,10,MEC,MINISTÉRIO DA EDUCAÇÃO,15000,MEC,MINISTERIO DA EDUCACAO E DO DESPORTO,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,38,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,26232,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,SIAPE
10,MEC,MINISTÉRIO DA EDUCAÇÃO,10,MEC,MINISTÉRIO DA EDUCAÇÃO,10,MEC,Ministério da Educação,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,211,INES,Instituto Nacional de Educação de Surdos,211,INES,Instituto Nacional de Educação de Surdos,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,10,MEC,MINISTÉRIO DA EDUCAÇÃO,212,IBC,Instituto Benjamin Constant,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,13,FNDE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,13,FNDE,Fundo Nacional de Desenvolvimento da Educação,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,11,INEP,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA,11,INEP,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,14,CP II,COLÉGIO PEDRO II,14,CP II,Colégio Pedro II,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,176,UNIVASF,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,176,UNIVASF,Fundação Universidade Federal do Vale do São Francisco,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,37,UFAL,UNIVERSIDADE FEDERAL DE ALAGOAS,37,UFAL,Universidade Federal de Alagoas,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,38,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,38,UFBA,Universidade Federal da Bahia,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,33,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,33,UFC,Universidade Federal do Ceará,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,42,UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,42,UFES,Universidade Federal do Espírito Santo,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,39,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,39,UFG,Universidade Federal de Goiás,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,44,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,44,UFF,Universidade Federal Fluminense,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,41,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,41,UFJF,Universidade Federal de Juiz de Fora,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,40,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,40,UFMG,Universidade Federal de Minas Gerais,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,32,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,32,UFPA,Universidade Federal do Pará,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,36,UFPB,UNIVERSIDADE FEDERAL DA PARAÍBA,36,UFPB,Universidade Federal da Paraíba,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,45,UFPR,UNIVERSIDADE FEDERAL DO PARANÁ,45,UFPR,Universidade Federal do Paraná,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,35,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,35,UFPE,Universidade Federal de Pernambuco,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,34,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,34,UFRN,Universidade Federal do Rio Grande do Norte,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,47,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,47,UFRGS,Universidade Federal do Rio Grande do Sul,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,43,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,43,UFRJ,Universidade Federal do Rio de Janeiro,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,46,UFSC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,46,UFSC,Universidade Federal de Santa Catarina,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,48,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,48,UFSM,Universidade Federal de Santa Maria,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,50,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,50,UFRPE,Universidade Federal Rural de Pernambuco,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,49,UFRRJ,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,49,UFRRJ,Universidade Federal Rural do Rio de Janeiro,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,101,UFRR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA,101,UFRR,Fundação Universidade Federal de Roraima,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,149,UFT,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,149,UFT,Fundação Universidade Federal do Tocantins,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,166,UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,166,UFCG,Universidade Federal de Campina Grande,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,61,UFRA,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,61,UFRA,Universidade Federal Rural da Amazônia,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,63,UFTM,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,63,UFTM,Universidade Federal do Triângulo Mineiro,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,64,UFVJM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,64,UFVJM,Universidade Federal dos Vales do Jequitinhonha e Mucuri,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,55,CEFET-RJ,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA - CELSO SUCKOW DA FONSECA,55,CEFET-RJ,Centro Federal de Educação Tecnológica - Celso Suckow da Fonseca,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,54,CEFET-MG,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,54,CEFET-MG,Centro Federal de Educação Tecnológica de Minas Gerais,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,58,UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,58,UTFPR,Universidade Tecnológica Federal do Paraná,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,65,UNIFAL-MG,UNIVERSIDADE FEDERAL DE ALFENAS,65,UNIFAL-MG,Universidade Federal de Alfenas,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,66,UNIFEI,UNIVERSIDADE FEDERAL DE ITAJUBÁ,66,UNIFEI,Universidade Federal de Itajubá,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,68,UNIFESP,UNIVERSIDADE FEDERAL DE SÃO PAULO,68,UNIFESP,Universidade Federal de São Paulo,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,67,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,67,UFLA,Universidade Federal de Lavras,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,62,UFERSA-RN,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,62,UFERSA-RN,Universidade Federal Rural do Semi-Árido,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,157,UNIPAMPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,157,UNIPAMPA,Fundação Universidade Federal do Pampa,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,170,UNILA,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,170,UNILA,Universidade Federal da Integração Latino-Americana,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,88,UNIR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,88,UNIR,Fundação Universidade Federal de Rondônia,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,16,UNIRIO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,16,UNIRIO,Universidade Federal do Estado do Rio de Janeiro,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,69,UFAM,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,69,UFAM,Fundação Universidade do Amazonas,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,74,UNB,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,74,UNB,Fundação Universidade de Brasília,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,80,FURG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO RIO GRANDE,80,FURG,Fundação Universidade Federal do Rio Grande,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,76,UFU,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,76,UFU,Universidade Federal de Uberlândia,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,70,UFAC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ACRE,70,UFAC,Fundação Universidade Federal do Acre,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,75,UFMT,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,75,UFMT,Fundação Universidade Federal de Mato Grosso,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,77,FUFOP,FUNDAÇÃO UNIVERSIDADE FEDERAL DE OURO PRETO,77,FUFOP,Fundação Universidade Federal de Ouro Preto,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,81,UFPEL,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,81,UFPEL,Fundação Universidade Federal de Pelotas,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,72,UFPI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,72,UFPI,Fundação Universidade Federal do Piauí,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,79,UFSCAR,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,79,UFSCAR,Fundação Universidade Federal de São Carlos,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,73,UFS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,73,UFS,Fundação Universidade Federal de Sergipe,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,78,UFV,FUNDAÇÃO UNIVERSIDADE FEDERAL DE VIÇOSA,78,UFV,Fundação Universidade Federal de Viçosa,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,83,UFMS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,83,UFMS,Fundação Universidade Federal de Mato Grosso do Sul,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,86,UFCSPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,86,UFCSPA,Fundação Universidade Federal de Ciências da Saúde de Porto Alegre,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,103,FUNREI,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,103,FUNREI,Fundação Universidade Federal de São João Del Rei,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,102,UNIFAP,FUNDAÇÃO UNIVERSIDADE FEDERAL DO AMAPÁ,102,UNIFAP,Fundação Universidade Federal do Amapá,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,15,FUNDAJ,FUNDAÇÃO JOAQUIM NABUCO,15,FUNDAJ,Fundação Joaquim Nabuco,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,12,CAPES,FUNDAÇÃO COORDENAÇÃO DE APERFEIÇOAMENTO DE PESSOAL DE NÍVEL SUPERIOR,12,CAPES,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,111,UFGD,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,111,UFGD,Fundação Universidade Federal da Grande Dourados,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,100,UFRB,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,100,UFRB,Universidade Federal do Recôncavo da Bahia,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,148,UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,148,UFABC,Fundação Universidade Federal do ABC,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,167,IFAC,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ACRE",167,IFAC,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,113,IFAL,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",113,IFAL,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,142,IFAM,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAZONAS",142,IFAM,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,133,IF BAIANO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",133,IF BAIANO,"Instituto Federal de Educação, Ciência e Tecnologia Baiano",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,143,IFCE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",143,IFCE,"Instituto Federal de Educação, Ciência e Tecnologia do Ceará",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,116,IF-GOIANO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",116,IF-GOIANO,"Instituto Federal de Educação, Ciência e Tecnologia Goiano",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,144,IFMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",144,IFMG,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,125,IFNMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",125,IFNMG,"Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,128,IFSUDMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",128,IFSUDMG,"Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,132,IFSULMG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",132,IFSULMG,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,129,IFTM,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TRIÂNGULO MINEIRO",129,IFTM,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,119,IFMT,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",119,IFMT,"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,114,IFMS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL",114,IFMS,"Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso do Sul",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,145,IFPA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",145,IFPA,"Instituto Federal de Educação, Ciência e Tecnologia do Pará",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,139,IFPB,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA",139,IFPB,"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,146,IFRS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",146,IFRS,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,140,IFFAR,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",140,IFFAR,"Instituto Federal de Educação, Ciência e Tecnologia Farroupilha",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,141,IFRO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RONDÔNIA",141,IFRO,"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,147,IFC,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",147,IFC,"Instituto Federal de Educação, Ciência e Tecnologia Catarinense",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,115,IFS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE",115,IFS,"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,130,IFTO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",130,IFTO,"Instituto Federal de Educação, Ciência e Tecnologia do Tocantins",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,168,IFAP,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ",168,IFAP,"Instituto Federal de Educação, Ciência e Tecnologia do Amapá",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,53,IFBA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",53,IFBA,"Instituto Federal de Educação, Ciência e Tecnologia da Bahia",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,169,IFB,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE BRASÍLIA",169,IFB,"Instituto Federal de Educação, Ciência e Tecnologia de Brasília",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,56,IFG,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",56,IFG,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,134,IFSERTAOPE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SERTÃO PERNAMBUCANO",134,IFSERTAOPE,"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,51,IFPI,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",51,IFPI,"Instituto Federal de Educação, Ciência e Tecnologia do Piauí",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,150,IFPR,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",150,IFPR,"Instituto Federal de Educação, Ciência e Tecnologia do Paraná",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,154,IFF,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",154,IFF,"Instituto Federal de Educação, Ciência e Tecnologia Fluminense",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,52,IFRN,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",52,IFRN,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,60,IFSUL,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",60,IFSUL,"Instituto Federal de Educação, Ciência e Tecnologia Sul-Rio-Grandense",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,109,IFRR,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA",109,IFRR,"Instituto Federal de Educação, Ciência e Tecnologia de Roraima",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,59,IFSC,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",59,IFSC,"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,57,IFSP,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",57,IFSP,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,175,UFFS,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,175,UFFS,Universidade Federal da Fronteira Sul,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,153,UFOPA,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,153,UFOPA,Universidade Federal do Oeste do Pará,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,179,UNILAB,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,179,UNILAB,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,173,UFOB,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,173,UFOB,Universidade Federal do Oeste da Bahia,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,172,UNIFESSPA,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,172,UNIFESSPA,Universidade Federal do Sul e Sudeste do Pará,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,174,UFCA,UNIVERSIDADE FEDERAL DO CARIRI,174,UFCA,Universidade Federal do Cariri,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,171,UFSB,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,171,UFSB,Universidade Federal do Sul da Bahia,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,185,UFDPAR,UNIVERSIDADE FEDERAL DO DELTA DO PARNAÍBA,185,UFDPAR,Universidade Federal do Delta do Parnaíba,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,184,UFR,UNIVERSIDADE FEDERAL DE RONDONÓPOLIS,184,UFR,Universidade Federal de Rondonópolis,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,71,UFMA,FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO,71,UFMA,Fundação Universidade Federal do Maranhão,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,117,IFRJ,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",117,IFRJ,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,131,IFES,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",131,IFES,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,137,IFPE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",137,IFPE,"Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,120,IFMA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",120,IFMA,"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão",SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,186,UFAPE,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,186,UFAPE,Universidade Federal do Agreste de Pernambuco,SIORG
10,MEC,MINISTÉRIO DA EDUCAÇÃO,188,UFNT,UNIVERSIDADE FEDERAL DO NORTE DO TOCANTINS,188,UFNT,Universidade Federal do Norte do Tocantins,SIORG
